"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.985178814E0,1.024522662E0,2.486507416E0,1.011012077E0,2.873066521E0
5.005103780E0,1.633517742E0,3.783556938E0,2.125577211E0,4.636999224E0
5.025020363E0,7.869826555E-1,4.249352455E0,2.956373215E0,5.236074920E0
5.044938310E0,4.420712590E-2,4.148612976E0,3.290094614E0,5.295060572E0
5.064854019E0,-1.103092432E0,3.512179375E0,3.062901497E0,4.788902009E0
5.084766473E0,-2.869776726E0,3.596806526E0,3.107080221E0,5.552169229E0
5.104691745E0,-4.365002632E0,4.685088634E0,3.193139076E0,7.155378442E0
5.124609488E0,-4.832493782E0,6.248841763E0,2.813172102E0,8.385401410E0
5.144526337E0,-4.771158695E0,7.017982483E0,1.902556658E0,8.696881928E0
5.164444711E0,-3.787028313E0,6.121661186E0,2.999222279E-2,7.198417788E0
5.184354805E0,-1.497411013E0,4.290368080E0,-3.021059275E0,5.456766180E0
5.204280137E0,1.330755591E0,6.676292419E-2,-1.019678402E1,1.028347082E1
5.224197127E0,5.460479259E0,-1.200450420E1,-1.911017418E1,2.321903771E1
5.244115542E0,7.652317524E0,-1.349145889E1,-7.658019066E0,1.729805430E1
5.264032390E0,4.885678291E0,-2.454164505E0,-4.756637096E0,7.246956068E0
5.283949564E0,3.836385489E0,3.720333099E0,-6.172038078E0,8.164115753E0
5.303868752E0,2.656934500E0,3.137069225E0,2.094788313E0,4.613961675E0
5.323786272E0,2.806308270E-1,-3.612623215E-1,8.039864540E0,8.052868182E0
5.343695369E0,-3.717744350E0,-3.365647316E0,6.879737377E0,8.513518150E0
5.363610467E0,-3.676640511E0,-2.611890793E0,-1.284670711E0,4.689353665E0
5.383539197E0,-4.537931442E0,2.021884918E-1,-3.816835403E0,5.933121814E0
5.403456127E0,-6.728513718E0,6.046113968E-1,3.421036005E-1,6.764280203E0
5.423374480E0,-6.753099918E0,-8.410263062E-2,5.347470045E-1,6.774760964E0
5.443292264E0,-4.911125660E0,-6.241292953E-1,2.358650565E-1,4.956241010E0
5.463202725E0,-2.609727144E0,-4.747419357E-1,8.478473425E-1,2.784762250E0
5.483127528E0,1.000761867E0,-9.843807220E-1,2.003208876E0,2.446093931E0
5.503045861E0,3.691963911E0,-9.388723373E-1,2.904415369E0,4.790376543E0
5.522961733E0,3.969058990E0,1.658964157E-1,1.236825347E0,4.160611473E0
5.542880982E0,3.394018173E0,2.384859562E0,-9.894402027E-1,4.264493687E0
5.562789855E0,3.101430893E0,3.902537346E0,-2.736555815E0,5.686599076E0
5.582715004E0,3.043156624E0,3.540515423E0,-3.839716673E0,6.044789146E0
5.602635799E0,2.046298265E0,1.811133385E0,-3.140134811E0,4.162689919E0
5.622544774E0,6.304007769E-1,-9.204931259E-1,-4.364808559E0,4.505137789E0
5.642460829E0,-3.804045916E-1,-2.742780685E0,-7.693473816E0,8.176618671E0
5.662384981E0,9.953081608E-3,-1.953364372E0,-6.855418205E0,7.128288028E0
5.682303477E0,1.684533358E0,-1.125230789E-1,-2.797669411E0,3.267608944E0
5.702218250E0,3.189361334E0,6.492805481E-1,-6.340703964E-1,3.315966860E0
5.722138272E0,3.651349068E0,4.445457458E-2,-3.556917191E0,5.097645155E0
5.742057684E0,4.135208130E0,-1.534185410E0,-6.147172928E0,7.565805057E0
5.761974492E0,5.180317879E0,-2.523780823E0,-5.260317326E0,7.802313845E0
5.781892968E0,6.443251610E0,-2.101840019E0,-4.258194923E0,8.004089379E0
5.801809450E0,6.614365101E0,-2.374291420E0,-4.393339634E0,8.287853677E0
5.821727213E0,4.739465714E0,-4.027644157E0,-6.028762341E0,8.662010625E0
5.841644713E0,3.648924351E0,-5.126577377E0,-6.338087082E0,8.931281676E0
5.861548051E0,3.153994799E0,-5.198536873E0,-4.946336746E0,7.838285273E0
5.881473384E0,2.636294603E0,-4.796027184E0,-4.992887020E0,7.408160823E0
5.901397902E0,1.439046860E0,-4.429732323E0,-4.948406219E0,6.795594781E0
5.921314730E0,-7.668296695E-1,-3.614212990E0,-2.951864004E-1,3.706440110E0
5.941237377E0,-3.123086452E0,-4.194705009E0,3.384552240E0,6.229318821E0
5.961150868E0,-4.858201981E0,-4.959117889E0,2.896736622E0,7.522370622E0
5.981058378E0,-6.867722988E0,-5.111238480E0,-9.934054017E-1,8.618423993E0
6.000979153E0,-4.093053341E0,-2.265958786E0,-2.648342133E0,5.375999528E0
6.020904058E0,9.797691703E-1,2.200088501E-1,5.008240342E-1,1.122130222E0
6.040820865E0,1.967148304E0,2.100060463E0,1.156651139E0,3.101252691E0
6.060739036E0,2.412244558E0,2.234910011E0,8.003737330E-1,3.384426788E0
6.080649069E0,1.854461789E0,2.782182217E0,2.428864002E0,4.132668237E0
6.100567300E0,6.416577101E-1,3.202875614E0,3.278957844E0,4.628358387E0
6.120492185E0,-1.508074045E0,3.627475739E0,3.256503105E0,5.102713007E0
6.140409664E0,-2.979113579E0,4.135640144E0,3.303173304E0,6.073680185E0
6.160327509E0,-4.266418934E0,4.779741287E0,3.459975481E0,7.281461915E0
6.180243259E0,-4.893244743E0,5.522454262E0,3.364976406E0,8.109525967E0
6.200167167E0,-4.732973576E0,6.569764137E0,2.630899191E0,8.513781195E0
6.220082876E0,-3.952290535E0,6.794666290E0,1.266335726E0,7.961890268E0
6.239997994E0,-2.531319618E0,5.599458694E0,-1.355178356E0,6.292696168E0
6.259916165E0,-1.629161239E-1,3.211452484E0,-6.373631954E0,7.138848157E0
6.279819220E0,3.972085238E0,-3.130973816E0,-1.591991806E1,1.670401895E1
6.299736780E0,8.654163361E0,-1.406076431E1,-1.264006615E1,2.079353045E1
6.319654280E0,7.024576187E0,-8.527546883E0,-4.759028435E0,1.202963333E1
6.339576825E0,3.204150677E0,6.324071884E-1,-5.729310989E0,6.594810446E0
6.359497417E0,1.709888935E0,2.380208015E0,-2.965625286E0,4.169417670E0
6.379415181E0,-5.784004927E-2,-3.665343285E0,5.635696411E0,6.723032121E0
6.399325112E0,-4.259643078E0,-6.115793228E0,7.499416828E0,1.057301938E1
6.419243160E0,-4.206868649E0,-2.479205132E0,-1.532751679E0,5.117961471E0
6.439178644E0,-4.834348679E0,3.011811256E0,-2.991821289E0,6.433733661E0
6.459081414E0,-7.226169586E0,3.767363548E0,3.349219322E0,8.810665415E0
6.479010632E0,-7.575352669E0,1.577307701E0,2.922636032E0,8.271376489E0
6.498927826E0,-6.458692551E0,-7.048425674E-1,1.635786772E0,6.699799316E0
6.518846078E0,-4.012683392E0,-2.166835785E0,7.319236994E-1,4.618713849E0
6.538763130E0,-4.209249318E-1,-2.127211571E0,1.241768599E0,2.498838954E0
6.558679978E0,3.338324308E0,-1.221481323E0,2.491481066E0,4.340956543E0
6.578599105E0,5.524728775E0,6.858291626E-1,1.207062483E0,5.696489227E0
6.598516828E0,5.470747948E0,2.613682747E0,-2.241916180E0,6.464256242E0
6.618433697E0,5.406416416E0,3.600877762E0,-4.394515991E0,7.842667271E0
6.638352071E0,4.972802162E0,3.313103676E0,-4.843539238E0,7.691897663E0
6.658269936E0,2.509685040E0,1.359558105E0,-3.888904572E0,4.823950249E0
6.678182797E0,2.229867578E-1,-9.409770966E-1,-3.064210653E0,3.213183455E0
6.698103409E0,-8.602941632E-1,-1.934324265E0,-5.500344276E0,5.893683362E0
6.718024835E0,-1.215486050E0,-8.397226334E-1,-5.729638100E0,5.917034155E0
6.737940442E0,7.196558118E-1,4.059247971E-1,-2.063764095E0,2.223016345E0
6.757848664E0,2.518409252E0,3.658628464E-1,-6.421477795E-1,2.624613220E0
6.777768116E0,2.648907185E0,-6.021614075E-1,-3.011641979E0,4.055773051E0
6.797692920E0,3.458217621E0,-2.591277122E0,-6.600238323E0,7.889051411E0
6.817609788E0,4.783865929E0,-3.272209167E0,-7.125148773E0,9.184795648E0
6.837513636E0,6.524708748E0,-2.486113548E0,-5.237472534E0,8.728327639E0
6.857431074E0,8.206827164E0,-1.810622215E0,-3.230830193E0,9.003811895E0
6.877348736E0,7.083664894E0,-2.415434837E0,-3.916201115E0,8.446849410E0
6.897266887E0,4.116748810E0,-3.610078812E0,-6.764044285E0,8.702447063E0
6.917184630E0,2.608249664E0,-4.965144157E0,-5.791098595E0,8.061789240E0
6.937101845E0,1.970757365E0,-4.984969139E0,-3.609601021E0,6.462431542E0
6.957020178E0,1.603813648E0,-4.622961044E0,-3.355036736E0,5.932980577E0
6.976951329E0,1.367345154E-1,-4.124447823E0,-1.806246996E0,4.504696924E0
6.996869988E0,-3.216093540E0,-4.629889488E0,1.437080860E0,5.817588481E0
7.016782767E0,-5.504302502E0,-5.664143562E0,2.151477337E0,8.185885600E0
7.036704763E0,-7.071915627E0,-5.339658737E0,-2.387238145E-1,8.864588830E0
7.056622364E0,-5.479902267E0,-2.542968750E0,-1.608380198E0,6.251632250E0
7.076539192E0,-2.030772448E0,2.764110565E-1,-1.495269775E0,2.536980786E0
7.096457667E0,1.532496333E0,1.907386780E0,3.441486120E0,4.222617204E0
7.116367578E0,2.648040771E0,1.963751793E0,1.437427044E0,3.596475711E0
7.136289167E0,7.975053787E-1,2.338494778E0,1.545603037E0,2.914354371E0
7.156204164E0,1.500303149E0,3.046869755E0,3.463730812E0,4.850954131E0
7.176120524E0,3.769821525E-1,2.604903221E0,2.632358313E0,3.722491991E0
7.196044147E0,-1.952986717E0,2.786233902E0,2.720457792E0,4.356391520E0
7.215953854E0,-3.200909138E0,3.904753208E0,3.219696760E0,5.988268878E0
7.235882197E0,-4.031544685E0,5.043673515E0,3.498000860E0,7.343568962E0
7.255800144E0,-4.684541225E0,5.780946732E0,3.372109652E0,8.169173465E0
7.275716463E0,-4.467093945E0,6.555772781E0,2.775657415E0,8.404603450E0
7.295634024E0,-3.593027830E0,6.798506737E0,1.732275486E0,7.882278934E0
7.315547779E0,-2.098359823E0,5.888884068E0,-1.203327894E0,6.366322921E0
7.335469470E0,3.126627803E-1,3.250183582E0,-7.235298634E0,7.937946690E0
7.355384670E0,5.379777908E0,-5.999155045E0,-2.032111740E1,2.186045937E1
7.375304692E0,9.750985146E0,-1.755024910E1,-1.041401005E1,2.261735086E1
7.395211612E0,5.368582726E0,-7.516685486E0,-5.286212921E0,1.064266359E1
7.415140545E0,2.844478369E0,2.703339100E0,-6.465273857E0,7.562993159E0
7.435065491E0,2.566305399E0,5.700993538E0,2.599365234E0,6.770816076E0
7.454971312E0,-6.614313722E-1,1.143602371E0,8.837091446E0,8.935295354E0
7.474894813E0,-5.246270180E0,-5.108492851E0,7.444467545E0,1.044222903E1
7.494811580E0,-6.031709194E0,-7.842164993E0,-5.272204399E0,1.121058459E1
7.514728408E0,-5.156454563E0,-2.419525146E0,-5.852797508E0,8.166906652E0
7.534646743E0,-5.927925110E0,1.612213135E0,2.091971397E0,6.489674231E0
7.554552930E0,-5.400483131E0,2.443144321E0,2.668704271E0,6.500473422E0
7.574481965E0,-3.831577301E0,1.701324463E0,2.304355860E0,4.783883932E0
7.594392222E0,-2.434863567E0,9.222536087E-1,2.130732536E0,3.364391988E0
7.614317330E0,-7.011163831E-1,-1.117201805E0,3.643919230E0,3.875287268E0
7.634238227E0,2.093788385E0,-1.622824669E0,4.746704578E0,5.435872889E0
7.654152023E0,3.503094912E0,-5.496997833E-1,1.814375281E0,3.983189862E0
7.674072839E0,3.299622059E0,2.010772705E0,-8.479727507E-1,3.955979068E0
7.693981122E0,3.225164890E0,3.716814995E0,-3.585244417E0,6.088544966E0
7.713904887E0,3.270944595E0,3.114924908E0,-4.953250885E0,6.703471493E0
7.733823445E0,2.510739088E0,1.388692856E0,-4.248801231E0,5.126849961E0
7.753740903E0,1.470240951E0,-4.050283432E-1,-2.859995604E0,3.241177450E0
7.773657060E0,3.640184402E-1,-1.928955078E0,-4.666232109E0,5.062321524E0
7.793568680E0,3.351843059E-1,-1.404340744E0,-6.911813736E0,7.060997845E0
7.813493950E0,1.319019079E0,-3.184967041E-1,-4.839800358E0,5.026422086E0
7.833410799E0,3.020825863E0,2.489051819E-1,-1.311354160E0,3.302573605E0
7.853329234E0,3.625718117E0,-4.890727997E-2,-1.262784004E0,3.839641549E0
7.873244780E0,3.491556168E0,-1.496713638E0,-4.512628078E0,5.898722604E0
7.893164945E0,4.232926369E0,-2.509401321E0,-5.779005051E0,7.590234516E0
7.913095139E0,5.381174564E0,-1.868067741E0,-4.959705353E0,7.552840126E0
7.933000513E0,5.995839596E0,-1.477827072E0,-3.560827971E0,7.128363147E0
7.952909467E0,4.684972286E0,-2.588693619E0,-3.796188354E0,6.562114446E0
7.972827516E0,3.236545086E0,-3.665137291E0,-5.281188011E0,7.197180161E0
7.992752319E0,2.521845818E0,-4.577005386E0,-5.888675690E0,7.873067129E0
8.012669879E0,2.663105965E0,-5.276732445E0,-5.652638912E0,8.178530757E0
8.032579749E0,3.088913679E0,-4.843805313E0,-4.690060616E0,7.416232615E0
8.052502193E0,1.603742123E0,-3.685749054E0,-3.462918282E0,5.305519570E0
8.072408197E0,-9.359318018E-1,-3.421092033E0,2.889074087E-1,3.558553994E0
8.092332634E0,-2.836739063E0,-4.220982552E0,3.622712374E0,6.244023315E0
8.112250927E0,-4.819110394E0,-5.084905624E0,3.657561779E0,7.903027797E0
8.132170115E0,-5.937172413E0,-3.953151703E0,1.303782821E0,7.251018845E0
8.152087044E0,-2.680499554E0,-6.160383224E-1,-2.623993874E0,3.801305686E0
8.172011928E0,1.862207651E0,1.221826553E0,-3.837580085E-1,2.260076917E0
8.191928553E0,2.817145586E0,1.211052895E0,-8.945355415E-1,3.194237343E0
8.211846439E0,1.823118329E0,1.065332413E0,-2.976865768E-1,2.132442470E0
8.231764203E0,1.107066870E0,2.069813728E0,3.502926826E0,4.216660085E0
8.251681702E0,-6.564922333E-1,2.722460270E0,3.263024330E0,4.300011599E0
8.271599344E0,-2.137378693E0,3.366313457E0,3.227854490E0,5.130253267E0
8.291511838E0,-3.400625706E0,3.712865829E0,3.265517235E0,6.001102454E0
8.311434586E0,-4.305704117E0,4.039575100E0,3.253212452E0,6.740967749E0
8.331352248E0,-4.642323971E0,4.562968254E0,3.121084929E0,7.218934982E0
8.351269158E0,-4.345102310E0,5.582458496E0,2.509186268E0,7.505982459E0
8.371174694E0,-3.948814154E0,6.420159340E0,1.836780071E0,7.757921126E0
8.391090383E0,-3.114622116E0,6.251966476E0,-1.262164116E-2,6.984848964E0
8.411010059E0,-1.144043684E0,4.603735924E0,-3.466789722E0,5.875529881E0
8.430934577E0,1.769273043E0,7.665891647E-1,-1.151876545E1,1.167903864E1
8.450850531E0,7.155635834E0,-9.737060547E0,-1.755524826E1,2.131197348E1
8.470775700E0,8.000778198E0,-1.388357258E1,-5.380371571E0,1.690308959E1
8.490693484E0,4.367452145E0,-3.419825554E0,-5.076192856E0,7.519147489E0
8.510610922E0,2.516177654E0,3.987369537E0,-5.713549614E0,7.407760458E0
8.530528686E0,1.027086020E0,2.688778877E0,3.299400330E0,4.378410679E0
8.550446308E0,-2.063164234E0,-3.061112404E0,8.299310684E0,9.083260078E0
8.570363888E0,-5.157153130E0,-6.867751122E0,4.306650639E0,9.607781929E0
8.590281611E0,-4.097949505E0,-3.580755234E0,-4.801731110E0,7.257521604E0
8.610197910E0,-4.768701553E0,2.442682266E0,-6.792842150E-1,5.400799774E0
8.630117261E0,-6.285655022E0,3.445887566E0,3.130762100E0,7.822101476E0
8.650034943E0,-6.014930725E0,1.717568398E0,2.904920101E0,6.896955388E0
8.669949126E0,-4.560384274E0,5.824279785E-2,2.050074577E0,5.000330261E0
8.689860136E0,-2.430143356E0,-1.252948761E0,1.780274630E0,3.262645412E0
8.709781969E0,9.318218827E-1,-2.022458076E0,3.446639538E0,4.103407462E0
8.729705145E0,4.576281548E0,-8.665590286E-1,2.037482738E0,5.083759757E0
8.749623356E0,4.625367641E0,1.311592102E0,-1.958995759E-1,4.811722800E0
8.769530948E0,4.266699314E0,2.975177765E0,-2.851500034E0,5.931901737E0
8.789451173E0,4.276983738E0,2.666282654E0,-3.976430416E0,6.419785973E0
8.809376505E0,3.020947933E0,1.499086380E0,-3.615307570E0,4.944070713E0
8.829294147E0,1.443966150E0,5.763206482E-1,-2.957328320E0,3.341103788E0
8.849204200E0,3.428787589E-1,-1.669054031E-1,-2.622311592E0,2.649894591E0
8.869128841E0,-1.139528751E-1,-6.406269073E-1,-3.615740538E0,3.673821951E0
8.889046299E0,4.972207546E-1,-3.582935333E-1,-4.204905510E0,4.249333252E0
8.908963493E0,1.986376286E0,3.421783447E-3,-2.882374048E0,3.500540331E0
8.928886140E0,2.763025761E0,1.026144028E-1,-1.923324823E0,3.368088396E0
8.948792226E0,2.652912617E0,-3.855018616E-1,-3.487165451E0,4.398508829E0
8.968717660E0,2.926710129E0,-1.795883179E0,-5.291412354E0,6.307921469E0
8.988627346E0,4.262239933E0,-2.558588982E0,-5.504895210E0,7.417340366E0
9.008553024E0,6.028872013E0,-2.186715126E0,-5.046116352E0,8.160411205E0
9.028470605E0,7.139047146E0,-1.858658791E0,-3.796039820E0,8.296416393E0
9.048380902E0,5.669699669E0,-2.485750198E0,-3.366421938E0,7.046789698E0
9.068302247E0,3.291049957E0,-3.378508568E0,-4.989897728E0,6.866178653E0
9.088217813E0,1.605053902E0,-4.270333290E0,-6.161642075E0,7.666666648E0
9.108141172E0,1.584629178E0,-5.152326584E0,-5.736366272E0,7.871684500E0
9.128060462E0,2.643793344E0,-5.008619308E0,-4.405097008E0,7.175011517E0
9.147975703E0,1.850074530E0,-3.511623383E0,-2.088829517E0,4.485251754E0
9.167893731E0,-4.886996150E-1,-2.933810234E0,1.872030258E0,3.514337362E0
9.187810253E0,-2.866267920E0,-4.048781395E0,3.696921587E0,6.186707670E0
9.207728628E0,-5.374347687E0,-5.250823975E0,3.143569946E0,8.144740479E0
9.227640898E0,-5.299817085E0,-3.847915649E0,-6.116509438E-1,6.577889696E0
9.247559903E0,-2.191923141E0,-4.090156555E-1,-2.430880070E0,3.298635897E0
9.267474717E0,8.559300303E-1,9.108257294E-1,-9.911334515E-2,1.253811462E0
9.287399256E0,3.206173182E0,1.544319153E0,1.741282582E0,3.961885050E0
9.307316897E0,3.087891579E0,1.864436150E0,2.495711327E0,4.386316403E0
9.327238405E0,1.779815197E0,2.502292156E0,3.132100105E0,4.386258000E0
9.347142985E0,-3.810898364E-1,2.960596561E0,3.067513227E0,4.280186779E0
9.367055683E0,-2.094259977E0,3.429944038E0,3.332627296E0,5.220808908E0
9.386988359E0,-3.642023087E0,4.001384258E0,3.647416830E0,6.525263035E0
9.406901118E0,-4.609867573E0,4.650517464E0,3.604558468E0,7.474692868E0
9.426827427E0,-4.737033844E0,5.197514534E0,3.269862890E0,7.755362680E0
9.446740552E0,-4.506760120E0,5.964595795E0,2.712431669E0,7.952645807E0
9.466658031E0,-3.956746101E0,6.226255417E0,1.408647776E0,7.510418416E0
9.486575795E0,-2.735279083E0,5.175707340E0,-1.161555529E0,5.968157955E0
9.506492704E0,-4.422528148E-1,2.808309078E0,-6.167321205E0,6.791026305E0
9.526410916E0,3.832739353E0,-4.216378212E0,-1.637889481E1,1.734173957E1
9.546328740E0,8.853246689E0,-1.486040115E1,-1.210897541E1,2.111489486E1
9.566242842E0,7.375997543E0,-7.783243179E0,-4.426059723E0,1.160061286E1
9.586164472E0,4.762461662E0,1.266392708E0,-5.390872478E0,7.303854986E0
9.606083314E0,3.878682137E0,3.084224701E0,3.260052204E-1,4.966175241E0
9.625992146E0,-5.198574066E-2,-1.330687523E0,7.894194603E0,8.005731711E0
9.645902524E0,-4.642145157E0,-4.221381187E0,7.016643524E0,9.412909069E0
9.665827083E0,-5.835485935E0,-5.274478912E0,-4.706758022E0,9.166602150E0
9.685752253E0,-6.866579056E0,-1.802473068E-1,-3.568934202E0,7.740780862E0
9.705669854E0,-7.239795685E0,2.944942474E0,3.535105705E0,8.578129171E0
9.725587475E0,-6.305952549E0,2.300323486E0,3.329058170E0,7.492606622E0
9.745505096E0,-4.665515423E0,9.036483765E-1,2.879352093E0,5.556463176E0
9.765422128E0,-3.129763365E0,-6.836519241E-1,2.227339268E0,3.901773813E0
9.785333239E0,-2.692160606E-1,-1.961449623E0,3.148473263E0,3.719226505E0
9.805258184E0,3.623778820E0,-1.790203094E0,3.758890390E0,5.519588483E0
9.825161524E0,5.552298069E0,-2.530221939E-1,1.446356773E0,5.743168289E0
9.845078881E0,4.795473576E0,2.304886818E0,-2.338099241E0,5.811693223E0
9.865004823E0,4.375512123E0,3.395252705E0,-4.844648361E0,7.358224311E0
9.884922241E0,3.380227089E0,2.463754654E0,-5.010559082E0,6.526999654E0
9.904846881E0,1.664567232E0,1.307902336E0,-3.366519451E0,3.976788378E0
9.924764645E0,5.153118372E-1,1.831092834E-1,-1.294775009E0,1.405531082E0
9.944681311E0,-3.249920607E-1,-5.398855209E-1,-3.022757530E0,3.087743400E0
9.964599930E0,-4.607766867E-1,-6.327505112E-1,-4.189209461E0,4.261709079E0
9.984517653E0,5.041796565E-1,-3.112697601E-1,-3.394368172E0,3.445696051E0
1.000443519E1,1.930732012E0,-5.265312195E-1,-2.688068151E0,3.351219422E0
